Time,DriverNumber,LapTime,LapNumber,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Stint,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate,RoundNumber,Race Type,EventName
0 days 01:27:28.712000,4,0 days 00:01:15.441000,24.0,,,0 days 00:00:19.584000,0 days 00:00:38.490000,0 days 00:00:17.367000,0 days 01:26:32.855000,0 days 01:27:11.345000,0 days 01:27:28.712000,305.0,256.0,309.0,305.0,False,SOFT,27.0,False,1,0 days 01:26:13.271000,McLaren,NOR,1,True,2023-11-04 19:02:17.266,20,Sprint Race,São Paulo Grand Prix
0 days 00:58:38.225000,11,,1.0,0 days 00:24:15.823000,,,0 days 00:00:39.535000,0 days 00:00:17.161000,,0 days 00:58:21.128000,0 days 00:58:38.347000,307.0,245.0,312.0,219.0,False,SOFT,4.0,False,1,0 days 00:57:16.942000,Red Bull Racing,PER,1,False,2023-11-04 18:33:20.937,20,Sprint Race,São Paulo Grand Prix
0 days 00:59:53.233000,11,0 days 00:01:15.008000,2.0,,,0 days 00:00:19.530000,0 days 00:00:38.728000,0 days 00:00:16.750000,0 days 00:58:57.755000,0 days 00:59:36.483000,0 days 00:59:53.233000,328.0,248.0,335.0,287.0,True,SOFT,5.0,False,1,0 days 00:58:38.225000,Red Bull Racing,PER,1,True,2023-11-04 18:34:42.220,20,Sprint Race,São Paulo Grand Prix
0 days 01:01:08.840000,11,0 days 00:01:15.607000,3.0,,,0 days 00:00:19.414000,0 days 00:00:39.234000,0 days 00:00:16.959000,0 days 01:00:12.647000,0 days 01:00:51.881000,0 days 01:01:08.840000,330.0,252.0,331.0,314.0,False,SOFT,6.0,False,1,0 days 00:59:53.233000,Red Bull Racing,PER,1,True,2023-11-04 18:35:57.228,20,Sprint Race,São Paulo Grand Prix
0 days 01:02:24.680000,11,0 days 00:01:15.840000,4.0,,,0 days 00:00:19.840000,0 days 00:00:38.780000,0 days 00:00:17.220000,0 days 01:01:28.680000,0 days 01:02:07.460000,0 days 01:02:24.680000,303.0,247.0,308.0,317.0,False,SOFT,7.0,False,1,0 days 01:01:08.840000,Red Bull Racing,PER,1,True,2023-11-04 18:37:12.835,20,Sprint Race,São Paulo Grand Prix
0 days 01:03:39.799000,11,0 days 00:01:15.119000,5.0,,,0 days 00:00:19.601000,0 days 00:00:38.341000,0 days 00:00:17.177000,0 days 01:02:44.281000,0 days 01:03:22.622000,0 days 01:03:39.799000,304.0,246.0,310.0,297.0,False,SOFT,8.0,False,1,0 days 01:02:24.680000,Red Bull Racing,PER,1,True,2023-11-04 18:38:28.675,20,Sprint Race,São Paulo Grand Prix
0 days 01:04:55.060000,11,0 days 00:01:15.261000,6.0,,,0 days 00:00:19.625000,0 days 00:00:38.471000,0 days 00:00:17.165000,0 days 01:03:59.424000,0 days 01:04:37.895000,0 days 01:04:55.060000,305.0,248.0,309.0,293.0,False,SOFT,9.0,False,1,0 days 01:03:39.799000,Red Bull Racing,PER,1,True,2023-11-04 18:39:43.794,20,Sprint Race,São Paulo Grand Prix
0 days 01:06:10.117000,11,0 days 00:01:15.057000,7.0,,,0 days 00:00:19.708000,0 days 00:00:38.416000,0 days 00:00:16.933000,0 days 01:05:14.768000,0 days 01:05:53.184000,0 days 01:06:10.117000,304.0,254.0,329.0,287.0,False,SOFT,10.0,False,1,0 days 01:04:55.060000,Red Bull Racing,PER,1,True,2023-11-04 18:40:59.055,20,Sprint Race,São Paulo Grand Prix
0 days 01:07:26.053000,11,0 days 00:01:15.936000,8.0,,,0 days 00:00:19.685000,0 days 00:00:39.250000,0 days 00:00:17.001000,0 days 01:06:29.802000,0 days 01:07:09.052000,0 days 01:07:26.053000,302.0,254.0,329.0,326.0,False,SOFT,11.0,False,1,0 days 01:06:10.117000,Red Bull Racing,PER,1,True,2023-11-04 18:42:14.112,20,Sprint Race,São Paulo Grand Prix
0 days 01:08:41.457000,11,0 days 00:01:15.404000,9.0,,,0 days 00:00:19.602000,0 days 00:00:38.729000,0 days 00:00:17.073000,0 days 01:07:45.655000,0 days 01:08:24.384000,0 days 01:08:41.457000,314.0,249.0,330.0,290.0,False,SOFT,12.0,False,1,0 days 01:07:26.053000,Red Bull Racing,PER,1,True,2023-11-04 18:43:30.048,20,Sprint Race,São Paulo Grand Prix
0 days 01:09:57.096000,11,0 days 00:01:15.639000,10.0,,,0 days 00:00:19.551000,0 days 00:00:38.702000,0 days 00:00:17.386000,0 days 01:09:01.008000,0 days 01:09:39.710000,0 days 01:09:57.096000,304.0,240.0,306.0,293.0,False,SOFT,13.0,False,1,0 days 01:08:41.457000,Red Bull Racing,PER,1,True,2023-11-04 18:44:45.452,20,Sprint Race,São Paulo Grand Prix
0 days 01:11:13.227000,11,0 days 00:01:16.131000,11.0,,,0 days 00:00:19.599000,0 days 00:00:39.066000,0 days 00:00:17.466000,0 days 01:10:16.695000,0 days 01:10:55.761000,0 days 01:11:13.227000,303.0,235.0,306.0,291.0,False,SOFT,14.0,False,1,0 days 01:09:57.096000,Red Bull Racing,PER,1,True,2023-11-04 18:46:01.091,20,Sprint Race,São Paulo Grand Prix
0 days 01:12:29.096000,11,0 days 00:01:15.869000,12.0,,,0 days 00:00:19.690000,0 days 00:00:38.772000,0 days 00:00:17.407000,0 days 01:11:32.917000,0 days 01:12:11.689000,0 days 01:12:29.096000,,241.0,305.0,284.0,False,SOFT,15.0,False,1,0 days 01:11:13.227000,Red Bull Racing,PER,1,True,2023-11-04 18:47:17.222,20,Sprint Race,São Paulo Grand Prix
0 days 01:13:45.078000,11,0 days 00:01:15.982000,13.0,,,0 days 00:00:19.691000,0 days 00:00:38.892000,0 days 00:00:17.399000,0 days 01:12:48.787000,0 days 01:13:27.679000,0 days 01:13:45.078000,,243.0,305.0,285.0,False,SOFT,16.0,False,1,0 days 01:12:29.096000,Red Bull Racing,PER,1,True,2023-11-04 18:48:33.091,20,Sprint Race,São Paulo Grand Prix
0 days 01:15:01.240000,11,0 days 00:01:16.162000,14.0,,,0 days 00:00:19.710000,0 days 00:00:39.018000,0 days 00:00:17.434000,0 days 01:14:04.788000,0 days 01:14:43.806000,0 days 01:15:01.240000,,235.0,305.0,289.0,False,SOFT,17.0,False,1,0 days 01:13:45.078000,Red Bull Racing,PER,1,True,2023-11-04 18:49:49.073,20,Sprint Race,São Paulo Grand Prix
0 days 01:16:17.433000,11,0 days 00:01:16.193000,15.0,,,0 days 00:00:19.834000,0 days 00:00:38.891000,0 days 00:00:17.468000,0 days 01:15:21.074000,0 days 01:15:59.965000,0 days 01:16:17.433000,302.0,239.0,306.0,292.0,False,SOFT,18.0,False,1,0 days 01:15:01.240000,Red Bull Racing,PER,1,True,2023-11-04 18:51:05.235,20,Sprint Race,São Paulo Grand Prix
0 days 01:17:33.349000,11,0 days 00:01:15.916000,16.0,,,0 days 00:00:19.714000,0 days 00:00:38.788000,0 days 00:00:17.414000,0 days 01:16:37.147000,0 days 01:17:15.935000,0 days 01:17:33.349000,303.0,239.0,305.0,287.0,False,SOFT,19.0,False,1,0 days 01:16:17.433000,Red Bull Racing,PER,1,True,2023-11-04 18:52:21.428,20,Sprint Race,São Paulo Grand Prix
0 days 01:18:49.464000,11,0 days 00:01:16.115000,17.0,,,0 days 00:00:19.816000,0 days 00:00:38.938000,0 days 00:00:17.361000,0 days 01:17:53.165000,0 days 01:18:32.103000,0 days 01:18:49.464000,,239.0,306.0,289.0,False,SOFT,20.0,False,1,0 days 01:17:33.349000,Red Bull Racing,PER,1,True,2023-11-04 18:53:37.344,20,Sprint Race,São Paulo Grand Prix
0 days 01:20:05.303000,11,0 days 00:01:15.839000,18.0,,,0 days 00:00:19.725000,0 days 00:00:38.766000,0 days 00:00:17.348000,0 days 01:19:09.189000,0 days 01:19:47.955000,0 days 01:20:05.303000,,237.0,306.0,285.0,False,SOFT,21.0,False,1,0 days 01:18:49.464000,Red Bull Racing,PER,1,True,2023-11-04 18:54:53.459,20,Sprint Race,São Paulo Grand Prix
0 days 01:21:20.718000,11,0 days 00:01:15.415000,19.0,,,0 days 00:00:19.692000,0 days 00:00:38.438000,0 days 00:00:17.285000,0 days 01:20:24.995000,0 days 01:21:03.433000,0 days 01:21:20.718000,302.0,240.0,306.0,291.0,False,SOFT,22.0,False,1,0 days 01:20:05.303000,Red Bull Racing,PER,1,True,2023-11-04 18:56:09.298,20,Sprint Race,São Paulo Grand Prix
0 days 01:22:36.004000,11,0 days 00:01:15.286000,20.0,,,0 days 00:00:19.645000,0 days 00:00:38.332000,0 days 00:00:17.309000,0 days 01:21:40.363000,0 days 01:22:18.695000,0 days 01:22:36.004000,,244.0,307.0,,False,SOFT,23.0,False,1,0 days 01:21:20.718000,Red Bull Racing,PER,1,True,2023-11-04 18:57:24.713,20,Sprint Race,São Paulo Grand Prix
0 days 01:23:51.526000,11,0 days 00:01:15.522000,21.0,,,0 days 00:00:19.620000,0 days 00:00:38.601000,0 days 00:00:17.301000,0 days 01:22:55.624000,0 days 01:23:34.225000,0 days 01:23:51.526000,,240.0,307.0,289.0,False,SOFT,24.0,False,1,0 days 01:22:36.004000,Red Bull Racing,PER,1,True,2023-11-04 18:58:39.999,20,Sprint Race,São Paulo Grand Prix
0 days 01:25:06.999000,11,0 days 00:01:15.473000,22.0,,,0 days 00:00:19.603000,0 days 00:00:38.541000,0 days 00:00:17.329000,0 days 01:24:11.129000,0 days 01:24:49.670000,0 days 01:25:06.999000,301.0,238.0,307.0,290.0,False,SOFT,25.0,False,1,0 days 01:23:51.526000,Red Bull Racing,PER,1,True,2023-11-04 18:59:55.521,20,Sprint Race,São Paulo Grand Prix
0 days 01:26:22.546000,11,0 days 00:01:15.547000,23.0,,,0 days 00:00:19.552000,0 days 00:00:38.687000,0 days 00:00:17.308000,0 days 01:25:26.551000,0 days 01:26:05.238000,0 days 01:26:22.546000,,239.0,306.0,297.0,False,SOFT,26.0,False,1,0 days 01:25:06.999000,Red Bull Racing,PER,1,True,2023-11-04 19:01:10.994,20,Sprint Race,São Paulo Grand Prix
0 days 01:27:38.044000,11,0 days 00:01:15.498000,24.0,,,0 days 00:00:19.495000,0 days 00:00:38.751000,0 days 00:00:17.252000,0 days 01:26:42.041000,0 days 01:27:20.792000,0 days 01:27:38.044000,300.0,244.0,305.0,299.0,False,SOFT,27.0,False,1,0 days 01:26:22.546000,Red Bull Racing,PER,1,True,2023-11-04 19:02:26.541,20,Sprint Race,São Paulo Grand Prix
0 days 00:58:37.020000,63,,1.0,0 days 00:27:05.524000,,,0 days 00:00:38.593000,0 days 00:00:17.167000,,0 days 00:58:19.894000,0 days 00:58:37.034000,294.0,257.0,301.0,221.0,False,SOFT,4.0,False,1,0 days 00:57:16.942000,Mercedes,RUS,1,False,2023-11-04 18:33:20.937,20,Sprint Race,São Paulo Grand Prix
0 days 00:59:51.442000,63,0 days 00:01:14.422000,2.0,,,0 days 00:00:19.400000,0 days 00:00:38.007000,0 days 00:00:17.015000,0 days 00:58:56.420000,0 days 00:59:34.427000,0 days 00:59:51.442000,306.0,255.0,320.0,301.0,True,SOFT,5.0,False,1,0 days 00:58:37.020000,Mercedes,RUS,1,True,2023-11-04 18:34:41.015,20,Sprint Race,São Paulo Grand Prix
0 days 01:01:06.129000,63,0 days 00:01:14.687000,3.0,,,0 days 00:00:19.382000,0 days 00:00:38.299000,0 days 00:00:17.006000,0 days 01:00:10.824000,0 days 01:00:49.123000,0 days 01:01:06.129000,314.0,253.0,319.0,298.0,False,SOFT,6.0,False,1,0 days 00:59:51.442000,Mercedes,RUS,1,True,2023-11-04 18:35:55.437,20,Sprint Race,São Paulo Grand Prix
0 days 01:02:21.797000,63,0 days 00:01:15.668000,4.0,,,0 days 00:00:19.494000,0 days 00:00:38.865000,0 days 00:00:17.309000,0 days 01:01:25.623000,0 days 01:02:04.488000,0 days 01:02:21.797000,316.0,250.0,302.0,,False,SOFT,7.0,False,1,0 days 01:01:06.129000,Mercedes,RUS,1,True,2023-11-04 18:37:10.124,20,Sprint Race,São Paulo Grand Prix
0 days 01:03:38.085000,63,0 days 00:01:16.288000,5.0,,,0 days 00:00:19.785000,0 days 00:00:39.374000,0 days 00:00:17.129000,0 days 01:02:41.582000,0 days 01:03:20.956000,0 days 01:03:38.085000,311.0,250.0,321.0,289.0,False,SOFT,8.0,False,1,0 days 01:02:21.797000,Mercedes,RUS,1,True,2023-11-04 18:38:25.792,20,Sprint Race,São Paulo Grand Prix
0 days 01:04:53.826000,63,0 days 00:01:15.741000,6.0,,,0 days 00:00:19.551000,0 days 00:00:38.904000,0 days 00:00:17.286000,0 days 01:03:57.636000,0 days 01:04:36.540000,0 days 01:04:53.826000,315.0,251.0,303.0,297.0,False,SOFT,9.0,False,1,0 days 01:03:38.085000,Mercedes,RUS,1,True,2023-11-04 18:39:42.080,20,Sprint Race,São Paulo Grand Prix
0 days 01:06:09.869000,63,0 days 00:01:16.043000,7.0,,,0 days 00:00:19.768000,0 days 00:00:38.855000,0 days 00:00:17.420000,0 days 01:05:13.594000,0 days 01:05:52.449000,0 days 01:06:09.869000,300.0,252.0,302.0,295.0,False,SOFT,10.0,False,1,0 days 01:04:53.826000,Mercedes,RUS,1,True,2023-11-04 18:40:57.821,20,Sprint Race,São Paulo Grand Prix
0 days 01:07:25.643000,63,0 days 00:01:15.774000,8.0,,,0 days 00:00:19.878000,0 days 00:00:38.585000,0 days 00:00:17.311000,0 days 01:06:29.747000,0 days 01:07:08.332000,0 days 01:07:25.643000,319.0,254.0,303.0,297.0,False,SOFT,11.0,False,1,0 days 01:06:09.869000,Mercedes,RUS,1,True,2023-11-04 18:42:13.864,20,Sprint Race,São Paulo Grand Prix
0 days 01:08:41.199000,63,0 days 00:01:15.556000,9.0,,,0 days 00:00:19.661000,0 days 00:00:38.492000,0 days 00:00:17.403000,0 days 01:07:45.304000,0 days 01:08:23.796000,0 days 01:08:41.199000,299.0,255.0,303.0,305.0,False,SOFT,12.0,False,1,0 days 01:07:25.643000,Mercedes,RUS,1,True,2023-11-04 18:43:29.638,20,Sprint Race,São Paulo Grand Prix
0 days 01:09:58.380000,63,0 days 00:01:17.181000,10.0,,,0 days 00:00:20.157000,0 days 00:00:39.412000,0 days 00:00:17.612000,0 days 01:09:01.356000,0 days 01:09:40.768000,0 days 01:09:58.380000,306.0,249.0,304.0,287.0,False,SOFT,13.0,False,1,0 days 01:08:41.199000,Mercedes,RUS,1,True,2023-11-04 18:44:45.194,20,Sprint Race,São Paulo Grand Prix
0 days 01:11:14.573000,63,0 days 00:01:16.193000,11.0,,,0 days 00:00:19.783000,0 days 00:00:38.897000,0 days 00:00:17.513000,0 days 01:10:18.163000,0 days 01:10:57.060000,0 days 01:11:14.573000,301.0,249.0,304.0,307.0,False,SOFT,14.0,False,1,0 days 01:09:58.380000,Mercedes,RUS,1,True,2023-11-04 18:46:02.375,20,Sprint Race,São Paulo Grand Prix
0 days 01:12:30.706000,63,0 days 00:01:16.133000,12.0,,,0 days 00:00:19.721000,0 days 00:00:38.790000,0 days 00:00:17.622000,0 days 01:11:34.294000,0 days 01:12:13.084000,0 days 01:12:30.706000,303.0,251.0,303.0,,False,SOFT,15.0,False,1,0 days 01:11:14.573000,Mercedes,RUS,1,True,2023-11-04 18:47:18.568,20,Sprint Race,São Paulo Grand Prix
0 days 01:13:47.097000,63,0 days 00:01:16.391000,13.0,,,0 days 00:00:19.754000,0 days 00:00:38.976000,0 days 00:00:17.661000,0 days 01:12:50.460000,0 days 01:13:29.436000,0 days 01:13:47.097000,302.0,244.0,302.0,296.0,False,SOFT,16.0,False,1,0 days 01:12:30.706000,Mercedes,RUS,1,True,2023-11-04 18:48:34.701,20,Sprint Race,São Paulo Grand Prix
0 days 01:15:03.588000,63,0 days 00:01:16.491000,14.0,,,0 days 00:00:19.896000,0 days 00:00:39.050000,0 days 00:00:17.545000,0 days 01:14:06.993000,0 days 01:14:46.043000,0 days 01:15:03.588000,301.0,243.0,303.0,306.0,False,SOFT,17.0,False,1,0 days 01:13:47.097000,Mercedes,RUS,1,True,2023-11-04 18:49:51.092,20,Sprint Race,São Paulo Grand Prix
0 days 01:16:20.052000,63,0 days 00:01:16.464000,15.0,,,0 days 00:00:19.988000,0 days 00:00:38.957000,0 days 00:00:17.519000,0 days 01:15:23.576000,0 days 01:16:02.533000,0 days 01:16:20.052000,,241.0,303.0,305.0,False,SOFT,18.0,False,1,0 days 01:15:03.588000,Mercedes,RUS,1,True,2023-11-04 18:51:07.583,20,Sprint Race,São Paulo Grand Prix
0 days 01:17:36.575000,63,0 days 00:01:16.523000,16.0,,,0 days 00:00:19.818000,0 days 00:00:39.149000,0 days 00:00:17.556000,0 days 01:16:39.870000,0 days 01:17:19.019000,0 days 01:17:36.575000,,239.0,302.0,300.0,False,SOFT,19.0,False,1,0 days 01:16:20.052000,Mercedes,RUS,1,True,2023-11-04 18:52:24.047,20,Sprint Race,São Paulo Grand Prix
0 days 01:18:53.277000,63,0 days 00:01:16.702000,17.0,,,0 days 00:00:19.841000,0 days 00:00:39.355000,0 days 00:00:17.506000,0 days 01:17:56.416000,0 days 01:18:35.771000,0 days 01:18:53.277000,302.0,243.0,303.0,297.0,False,SOFT,20.0,False,1,0 days 01:17:36.575000,Mercedes,RUS,1,True,2023-11-04 18:53:40.570,20,Sprint Race,São Paulo Grand Prix
0 days 01:20:09.753000,63,0 days 00:01:16.476000,18.0,,,0 days 00:00:19.932000,0 days 00:00:39.025000,0 days 00:00:17.519000,0 days 01:19:13.209000,0 days 01:19:52.234000,0 days 01:20:09.753000,301.0,239.0,303.0,304.0,False,SOFT,21.0,False,1,0 days 01:18:53.277000,Mercedes,RUS,1,True,2023-11-04 18:54:57.272,20,Sprint Race,São Paulo Grand Prix
0 days 01:21:26.284000,63,0 days 00:01:16.531000,19.0,,,0 days 00:00:19.996000,0 days 00:00:39.016000,0 days 00:00:17.519000,0 days 01:20:29.749000,0 days 01:21:08.765000,0 days 01:21:26.284000,300.0,240.0,302.0,295.0,False,SOFT,22.0,False,1,0 days 01:20:09.753000,Mercedes,RUS,1,True,2023-11-04 18:56:13.748,20,Sprint Race,São Paulo Grand Prix
0 days 01:22:42.843000,63,0 days 00:01:16.559000,20.0,,,0 days 00:00:19.890000,0 days 00:00:39.055000,0 days 00:00:17.614000,0 days 01:21:46.174000,0 days 01:22:25.229000,0 days 01:22:42.843000,299.0,240.0,302.0,298.0,False,SOFT,23.0,False,1,0 days 01:21:26.284000,Mercedes,RUS,1,True,2023-11-04 18:57:30.279,20,Sprint Race,São Paulo Grand Prix
0 days 01:23:59.632000,63,0 days 00:01:16.789000,21.0,,,0 days 00:00:20.027000,0 days 00:00:39.240000,0 days 00:00:17.522000,0 days 01:23:02.870000,0 days 01:23:42.110000,0 days 01:23:59.632000,,241.0,303.0,292.0,False,SOFT,24.0,False,1,0 days 01:22:42.843000,Mercedes,RUS,1,True,2023-11-04 18:58:46.838,20,Sprint Race,São Paulo Grand Prix
0 days 01:25:16.615000,63,0 days 00:01:16.983000,22.0,,,0 days 00:00:20.052000,0 days 00:00:39.365000,0 days 00:00:17.566000,0 days 01:24:19.684000,0 days 01:24:59.049000,0 days 01:25:16.615000,298.0,237.0,302.0,287.0,False,SOFT,25.0,False,1,0 days 01:23:59.632000,Mercedes,RUS,1,True,2023-11-04 19:00:03.627,20,Sprint Race,São Paulo Grand Prix
0 days 01:26:33.319000,63,0 days 00:01:16.704000,23.0,,,0 days 00:00:19.935000,0 days 00:00:39.229000,0 days 00:00:17.540000,0 days 01:25:36.550000,0 days 01:26:15.779000,0 days 01:26:33.319000,,238.0,302.0,290.0,False,SOFT,26.0,False,1,0 days 01:25:16.615000,Mercedes,RUS,1,True,2023-11-04 19:01:20.610,20,Sprint Race,São Paulo Grand Prix
0 days 01:27:50.298000,63,0 days 00:01:16.979000,24.0,,,0 days 00:00:19.933000,0 days 00:00:39.231000,0 days 00:00:17.815000,0 days 01:26:53.252000,0 days 01:27:32.483000,0 days 01:27:50.298000,,245.0,300.0,293.0,False,SOFT,27.0,False,1,0 days 01:26:33.319000,Mercedes,RUS,1,True,2023-11-04 19:02:37.314,20,Sprint Race,São Paulo Grand Prix
0 days 00:58:38.595000,16,,1.0,0 days 00:26:25.603000,,,0 days 00:00:39.315000,0 days 00:00:16.998000,,0 days 00:58:21.660000,0 days 00:58:38.675000,307.0,248.0,315.0,228.0,False,SOFT,4.0,False,1,0 days 00:57:16.942000,Ferrari,LEC,1,False,2023-11-04 18:33:20.937,20,Sprint Race,São Paulo Grand Prix
0 days 00:59:54.094000,16,0 days 00:01:15.499000,2.0,,,0 days 00:00:19.566000,0 days 00:00:39.158000,0 days 00:00:16.775000,0 days 00:58:58.161000,0 days 00:59:37.319000,0 days 00:59:54.094000,327.0,253.0,333.0,284.0,False,SOFT,5.0,False,1,0 days 00:58:38.595000,Ferrari,LEC,1,True,2023-11-04 18:34:42.590,20,Sprint Race,São Paulo Grand Prix
0 days 01:01:09.505000,16,0 days 00:01:15.411000,3.0,,,0 days 00:00:19.311000,0 days 00:00:39.287000,0 days 00:00:16.813000,0 days 01:00:13.405000,0 days 01:00:52.692000,0 days 01:01:09.505000,328.0,257.0,332.0,303.0,True,SOFT,6.0,False,1,0 days 00:59:54.094000,Ferrari,LEC,1,True,2023-11-04 18:35:58.089,20,Sprint Race,São Paulo Grand Prix
0 days 01:02:25.825000,16,0 days 00:01:16.320000,4.0,,,0 days 00:00:19.481000,0 days 00:00:39.883000,0 days 00:00:16.956000,0 days 01:01:28.986000,0 days 01:02:08.869000,0 days 01:02:25.825000,329.0,256.0,327.0,,False,SOFT,7.0,False,1,0 days 01:01:09.505000,Ferrari,LEC,1,True,2023-11-04 18:37:13.500,20,Sprint Race,São Paulo Grand Prix
0 days 01:03:41.767000,16,0 days 00:01:15.942000,5.0,,,0 days 00:00:19.713000,0 days 00:00:39.340000,0 days 00:00:16.889000,0 days 01:02:45.538000,0 days 01:03:24.878000,0 days 01:03:41.767000,322.0,254.0,328.0,274.0,False,SOFT,8.0,False,1,0 days 01:02:25.825000,Ferrari,LEC,1,True,2023-11-04 18:38:29.820,20,Sprint Race,São Paulo Grand Prix
0 days 01:04:57.720000,16,0 days 00:01:15.953000,6.0,,,0 days 00:00:19.755000,0 days 00:00:39.079000,0 days 00:00:17.119000,0 days 01:04:01.522000,0 days 01:04:40.601000,0 days 01:04:57.720000,299.0,250.0,313.0,281.0,False,SOFT,9.0,False,1,0 days 01:03:41.767000,Ferrari,LEC,1,True,2023-11-04 18:39:45.762,20,Sprint Race,São Paulo Grand Prix
0 days 01:06:13.544000,16,0 days 00:01:15.824000,7.0,,,0 days 00:00:19.515000,0 days 00:00:39.192000,0 days 00:00:17.117000,0 days 01:05:17.235000,0 days 01:05:56.427000,0 days 01:06:13.544000,313.0,253.0,315.0,296.0,False,SOFT,10.0,False,1,0 days 01:04:57.720000,Ferrari,LEC,1,True,2023-11-04 18:41:01.715,20,Sprint Race,São Paulo Grand Prix
0 days 01:07:29.511000,16,0 days 00:01:15.967000,8.0,,,0 days 00:00:19.683000,0 days 00:00:39.091000,0 days 00:00:17.193000,0 days 01:06:33.227000,0 days 01:07:12.318000,0 days 01:07:29.511000,323.0,249.0,315.0,295.0,False,SOFT,11.0,False,1,0 days 01:06:13.544000,Ferrari,LEC,1,True,2023-11-04 18:42:17.539,20,Sprint Race,São Paulo Grand Prix
0 days 01:08:45.629000,16,0 days 00:01:16.118000,9.0,,,0 days 00:00:19.755000,0 days 00:00:39.182000,0 days 00:00:17.181000,0 days 01:07:49.266000,0 days 01:08:28.448000,0 days 01:08:45.629000,298.0,249.0,314.0,287.0,False,SOFT,12.0,False,1,0 days 01:07:29.511000,Ferrari,LEC,1,True,2023-11-04 18:43:33.506,20,Sprint Race,São Paulo Grand Prix
0 days 01:10:01.636000,16,0 days 00:01:16.007000,10.0,,,0 days 00:00:19.707000,0 days 00:00:39.042000,0 days 00:00:17.258000,0 days 01:09:05.336000,0 days 01:09:44.378000,0 days 01:10:01.636000,308.0,251.0,313.0,298.0,False,SOFT,13.0,False,1,0 days 01:08:45.629000,Ferrari,LEC,1,True,2023-11-04 18:44:49.624,20,Sprint Race,São Paulo Grand Prix
0 days 01:11:18.068000,16,0 days 00:01:16.432000,11.0,,,0 days 00:00:19.847000,0 days 00:00:39.353000,0 days 00:00:17.232000,0 days 01:10:21.483000,0 days 01:11:00.836000,0 days 01:11:18.068000,,250.0,313.0,288.0,False,SOFT,14.0,False,1,0 days 01:10:01.636000,Ferrari,LEC,1,True,2023-11-04 18:46:05.631,20,Sprint Race,São Paulo Grand Prix
0 days 01:12:34.493000,16,0 days 00:01:16.425000,12.0,,,0 days 00:00:19.846000,0 days 00:00:39.273000,0 days 00:00:17.306000,0 days 01:11:37.914000,0 days 01:12:17.187000,0 days 01:12:34.493000,,252.0,314.0,305.0,False,SOFT,15.0,False,1,0 days 01:11:18.068000,Ferrari,LEC,1,True,2023-11-04 18:47:22.063,20,Sprint Race,São Paulo Grand Prix
0 days 01:13:51.056000,16,0 days 00:01:16.563000,13.0,,,0 days 00:00:19.847000,0 days 00:00:39.396000,0 days 00:00:17.320000,0 days 01:12:54.340000,0 days 01:13:33.736000,0 days 01:13:51.056000,306.0,252.0,312.0,301.0,False,SOFT,16.0,False,1,0 days 01:12:34.493000,Ferrari,LEC,1,True,2023-11-04 18:48:38.488,20,Sprint Race,São Paulo Grand Prix
0 days 01:15:07.722000,16,0 days 00:01:16.666000,14.0,,,0 days 00:00:19.844000,0 days 00:00:39.528000,0 days 00:00:17.294000,0 days 01:14:10.900000,0 days 01:14:50.428000,0 days 01:15:07.722000,307.0,237.0,313.0,291.0,False,SOFT,17.0,False,1,0 days 01:13:51.056000,Ferrari,LEC,1,True,2023-11-04 18:49:55.051,20,Sprint Race,São Paulo Grand Prix
0 days 01:16:24.476000,16,0 days 00:01:16.754000,15.0,,,0 days 00:00:20.005000,0 days 00:00:39.466000,0 days 00:00:17.283000,0 days 01:15:27.727000,0 days 01:16:07.193000,0 days 01:16:24.476000,304.0,246.0,313.0,285.0,False,SOFT,18.0,False,1,0 days 01:15:07.722000,Ferrari,LEC,1,True,2023-11-04 18:51:11.717,20,Sprint Race,São Paulo Grand Prix
0 days 01:17:41.094000,16,0 days 00:01:16.618000,16.0,,,0 days 00:00:19.981000,0 days 00:00:39.363000,0 days 00:00:17.274000,0 days 01:16:44.457000,0 days 01:17:23.820000,0 days 01:17:41.094000,306.0,246.0,313.0,287.0,False,SOFT,19.0,False,1,0 days 01:16:24.476000,Ferrari,LEC,1,True,2023-11-04 18:52:28.471,20,Sprint Race,São Paulo Grand Prix
0 days 01:18:57.667000,16,0 days 00:01:16.573000,17.0,,,0 days 00:00:19.772000,0 days 00:00:39.558000,0 days 00:00:17.243000,0 days 01:18:00.866000,0 days 01:18:40.424000,0 days 01:18:57.667000,310.0,252.0,314.0,291.0,False,SOFT,20.0,False,1,0 days 01:17:41.094000,Ferrari,LEC,1,True,2023-11-04 18:53:45.089,20,Sprint Race,São Paulo Grand Prix
0 days 01:20:14.243000,16,0 days 00:01:16.576000,18.0,,,0 days 00:00:19.949000,0 days 00:00:39.398000,0 days 00:00:17.229000,0 days 01:19:17.616000,0 days 01:19:57.014000,0 days 01:20:14.243000,308.0,249.0,315.0,292.0,False,SOFT,21.0,False,1,0 days 01:18:57.667000,Ferrari,LEC,1,True,2023-11-04 18:55:01.662,20,Sprint Race,São Paulo Grand Prix
