Time,DriverNumber,LapTime,LapNumber,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Stint,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate,RoundNumber,Race Type,EventName
0 days 00:54:38.255000,1,0 days 00:01:15.774000,10.0,,,0 days 00:00:18.915000,0 days 00:00:33.599000,0 days 00:00:23.260000,0 days 00:53:41.396000,0 days 00:54:14.995000,0 days 00:54:38.255000,294.0,221.0,265.0,296.0,False,INTERMEDIATE,10.0,True,1,0 days 00:53:22.481000,Red Bull Racing,VER,1,True,2023-07-01 14:44:43.942,9,Sprint Race,Austrian Grand Prix
0 days 00:55:53.973000,1,0 days 00:01:15.718000,11.0,,,0 days 00:00:18.850000,0 days 00:00:33.537000,0 days 00:00:23.331000,0 days 00:54:57.105000,0 days 00:55:30.642000,0 days 00:55:53.973000,,224.0,265.0,295.0,False,INTERMEDIATE,11.0,True,1,0 days 00:54:38.255000,Red Bull Racing,VER,1,True,2023-07-01 14:45:59.716,9,Sprint Race,Austrian Grand Prix
0 days 00:57:09.369000,1,0 days 00:01:15.396000,12.0,,,0 days 00:00:18.821000,0 days 00:00:33.403000,0 days 00:00:23.172000,0 days 00:56:12.794000,0 days 00:56:46.197000,0 days 00:57:09.369000,,224.0,265.0,297.0,False,INTERMEDIATE,12.0,True,1,0 days 00:55:53.973000,Red Bull Racing,VER,1,True,2023-07-01 14:47:15.434,9,Sprint Race,Austrian Grand Prix
0 days 00:58:24.734000,1,0 days 00:01:15.365000,13.0,,,0 days 00:00:18.786000,0 days 00:00:33.504000,0 days 00:00:23.075000,0 days 00:57:28.155000,0 days 00:58:01.659000,0 days 00:58:24.734000,295.0,225.0,266.0,297.0,False,INTERMEDIATE,13.0,True,1,0 days 00:57:09.369000,Red Bull Racing,VER,1,True,2023-07-01 14:48:30.830,9,Sprint Race,Austrian Grand Prix
0 days 00:59:39.897000,1,0 days 00:01:15.163000,14.0,,,0 days 00:00:18.851000,0 days 00:00:33.622000,0 days 00:00:22.690000,0 days 00:58:43.585000,0 days 00:59:17.207000,0 days 00:59:39.897000,,219.0,268.0,297.0,False,INTERMEDIATE,14.0,True,1,0 days 00:58:24.734000,Red Bull Racing,VER,1,True,2023-07-01 14:49:46.195,9,Sprint Race,Austrian Grand Prix
0 days 01:00:54.889000,1,0 days 00:01:14.992000,15.0,,,0 days 00:00:18.772000,0 days 00:00:33.620000,0 days 00:00:22.600000,0 days 00:59:58.669000,0 days 01:00:32.289000,0 days 01:00:54.889000,294.0,224.0,268.0,297.0,False,INTERMEDIATE,15.0,True,1,0 days 00:59:39.897000,Red Bull Racing,VER,1,True,2023-07-01 14:51:01.358,9,Sprint Race,Austrian Grand Prix
0 days 01:02:10.112000,1,0 days 00:01:15.223000,16.0,,,0 days 00:00:18.855000,0 days 00:00:33.831000,0 days 00:00:22.537000,0 days 01:01:13.744000,0 days 01:01:47.575000,0 days 01:02:10.112000,,219.0,269.0,297.0,False,INTERMEDIATE,16.0,True,1,0 days 01:00:54.889000,Red Bull Racing,VER,1,True,2023-07-01 14:52:16.350,9,Sprint Race,Austrian Grand Prix
0 days 01:03:24.618000,1,0 days 00:01:14.506000,17.0,,,0 days 00:00:18.689000,0 days 00:00:33.693000,0 days 00:00:22.124000,0 days 01:02:28.801000,0 days 01:03:02.494000,0 days 01:03:24.618000,,220.0,268.0,297.0,False,INTERMEDIATE,17.0,True,1,0 days 01:02:10.112000,Red Bull Racing,VER,1,True,2023-07-01 14:53:31.573,9,Sprint Race,Austrian Grand Prix
0 days 01:04:39.336000,1,0 days 00:01:14.718000,18.0,,,0 days 00:00:18.596000,0 days 00:00:33.711000,0 days 00:00:22.411000,0 days 01:03:43.214000,0 days 01:04:16.925000,0 days 01:04:39.336000,,221.0,265.0,298.0,False,INTERMEDIATE,18.0,True,1,0 days 01:03:24.618000,Red Bull Racing,VER,1,True,2023-07-01 14:54:46.079,9,Sprint Race,Austrian Grand Prix
0 days 01:05:53.628000,1,0 days 00:01:14.292000,19.0,,,0 days 00:00:18.481000,0 days 00:00:33.606000,0 days 00:00:22.205000,0 days 01:04:57.817000,0 days 01:05:31.423000,0 days 01:05:53.628000,293.0,220.0,269.0,298.0,True,INTERMEDIATE,19.0,True,1,0 days 01:04:39.336000,Red Bull Racing,VER,1,True,2023-07-01 14:56:00.797,9,Sprint Race,Austrian Grand Prix
0 days 01:07:08.054000,1,0 days 00:01:14.426000,20.0,,,0 days 00:00:18.424000,0 days 00:00:33.699000,0 days 00:00:22.303000,0 days 01:06:12.052000,0 days 01:06:45.751000,0 days 01:07:08.054000,294.0,222.0,271.0,300.0,False,INTERMEDIATE,20.0,True,1,0 days 01:05:53.628000,Red Bull Racing,VER,1,True,2023-07-01 14:57:15.089,9,Sprint Race,Austrian Grand Prix
0 days 01:08:22.514000,1,0 days 00:01:14.460000,21.0,,,0 days 00:00:18.425000,0 days 00:00:33.951000,0 days 00:00:22.084000,0 days 01:07:26.479000,0 days 01:08:00.430000,0 days 01:08:22.514000,292.0,221.0,270.0,300.0,False,INTERMEDIATE,21.0,True,1,0 days 01:07:08.054000,Red Bull Racing,VER,1,True,2023-07-01 14:58:29.515,9,Sprint Race,Austrian Grand Prix
0 days 01:09:36.858000,1,0 days 00:01:14.344000,22.0,,,0 days 00:00:18.347000,0 days 00:00:33.933000,0 days 00:00:22.064000,0 days 01:08:40.861000,0 days 01:09:14.794000,0 days 01:09:36.858000,290.0,220.0,270.0,298.0,False,INTERMEDIATE,22.0,True,1,0 days 01:08:22.514000,Red Bull Racing,VER,1,True,2023-07-01 14:59:43.975,9,Sprint Race,Austrian Grand Prix
0 days 01:10:52.438000,1,0 days 00:01:15.580000,23.0,,,0 days 00:00:18.273000,0 days 00:00:35.091000,0 days 00:00:22.216000,0 days 01:09:55.131000,0 days 01:10:30.222000,0 days 01:10:52.438000,287.0,220.0,271.0,308.0,False,INTERMEDIATE,23.0,True,1,0 days 01:09:36.858000,Red Bull Racing,VER,1,True,2023-07-01 15:00:58.319,9,Sprint Race,Austrian Grand Prix
0 days 01:12:08.463000,1,0 days 00:01:16.025000,24.0,,,0 days 00:00:18.168000,0 days 00:00:34.848000,0 days 00:00:23.009000,0 days 01:11:10.606000,0 days 01:11:45.454000,0 days 01:12:08.463000,294.0,216.0,264.0,304.0,False,INTERMEDIATE,24.0,True,1,0 days 01:10:52.438000,Red Bull Racing,VER,1,True,2023-07-01 15:02:13.899,9,Sprint Race,Austrian Grand Prix
0 days 00:43:08.472000,11,,1.0,0 days 00:10:27.884000,,,0 days 00:00:37.889000,0 days 00:00:25.571000,,0 days 00:42:42.987000,0 days 00:43:08.534000,291.0,199.0,260.0,296.0,False,INTERMEDIATE,1.0,True,1,0 days 00:41:41.441000,Red Bull Racing,PER,1,False,2023-07-01 14:33:02.902,9,Sprint Race,Austrian Grand Prix
0 days 00:44:27.857000,11,0 days 00:01:19.385000,2.0,,,0 days 00:00:19.594000,0 days 00:00:35.204000,0 days 00:00:24.587000,0 days 00:43:28.066000,0 days 00:44:03.270000,0 days 00:44:27.857000,296.0,217.0,260.0,297.0,False,INTERMEDIATE,2.0,True,1,0 days 00:43:08.472000,Red Bull Racing,PER,1,True,2023-07-01 14:34:29.933,9,Sprint Race,Austrian Grand Prix
0 days 00:45:46.681000,11,0 days 00:01:18.824000,3.0,,,0 days 00:00:19.295000,0 days 00:00:34.990000,0 days 00:00:24.539000,0 days 00:44:47.152000,0 days 00:45:22.142000,0 days 00:45:46.681000,297.0,217.0,263.0,296.0,False,INTERMEDIATE,3.0,True,1,0 days 00:44:27.857000,Red Bull Racing,PER,1,True,2023-07-01 14:35:49.318,9,Sprint Race,Austrian Grand Prix
0 days 00:47:04.589000,11,0 days 00:01:17.908000,4.0,,,0 days 00:00:19.077000,0 days 00:00:34.530000,0 days 00:00:24.301000,0 days 00:46:05.758000,0 days 00:46:40.288000,0 days 00:47:04.589000,294.0,217.0,263.0,297.0,False,INTERMEDIATE,4.0,True,1,0 days 00:45:46.681000,Red Bull Racing,PER,1,True,2023-07-01 14:37:08.142,9,Sprint Race,Austrian Grand Prix
0 days 00:48:21.967000,11,0 days 00:01:17.378000,5.0,,,0 days 00:00:19.170000,0 days 00:00:34.012000,0 days 00:00:24.196000,0 days 00:47:23.759000,0 days 00:47:57.771000,0 days 00:48:21.967000,296.0,216.0,264.0,296.0,False,INTERMEDIATE,5.0,True,1,0 days 00:47:04.589000,Red Bull Racing,PER,1,True,2023-07-01 14:38:26.050,9,Sprint Race,Austrian Grand Prix
0 days 00:49:39.245000,11,0 days 00:01:17.278000,6.0,,,0 days 00:00:18.956000,0 days 00:00:34.169000,0 days 00:00:24.153000,0 days 00:48:40.923000,0 days 00:49:15.092000,0 days 00:49:39.245000,295.0,213.0,264.0,297.0,False,INTERMEDIATE,6.0,True,1,0 days 00:48:21.967000,Red Bull Racing,PER,1,True,2023-07-01 14:39:43.428,9,Sprint Race,Austrian Grand Prix
0 days 00:50:55.953000,11,0 days 00:01:16.708000,7.0,,,0 days 00:00:18.926000,0 days 00:00:33.752000,0 days 00:00:24.030000,0 days 00:49:58.171000,0 days 00:50:31.923000,0 days 00:50:55.953000,297.0,220.0,264.0,298.0,False,INTERMEDIATE,7.0,True,1,0 days 00:49:39.245000,Red Bull Racing,PER,1,True,2023-07-01 14:41:00.706,9,Sprint Race,Austrian Grand Prix
0 days 00:52:12.810000,11,0 days 00:01:16.857000,8.0,,,0 days 00:00:19.039000,0 days 00:00:33.838000,0 days 00:00:23.980000,0 days 00:51:14.992000,0 days 00:51:48.830000,0 days 00:52:12.810000,294.0,217.0,264.0,293.0,False,INTERMEDIATE,8.0,True,1,0 days 00:50:55.953000,Red Bull Racing,PER,1,True,2023-07-01 14:42:17.414,9,Sprint Race,Austrian Grand Prix
0 days 00:53:29.624000,11,0 days 00:01:16.814000,9.0,,,0 days 00:00:19.098000,0 days 00:00:33.946000,0 days 00:00:23.770000,0 days 00:52:31.908000,0 days 00:53:05.854000,0 days 00:53:29.624000,297.0,217.0,268.0,295.0,False,INTERMEDIATE,9.0,True,1,0 days 00:52:12.810000,Red Bull Racing,PER,1,True,2023-07-01 14:43:34.271,9,Sprint Race,Austrian Grand Prix
0 days 00:54:46.426000,11,0 days 00:01:16.802000,10.0,,,0 days 00:00:18.987000,0 days 00:00:33.808000,0 days 00:00:24.007000,0 days 00:53:48.611000,0 days 00:54:22.419000,0 days 00:54:46.426000,298.0,216.0,267.0,294.0,False,INTERMEDIATE,10.0,True,1,0 days 00:53:29.624000,Red Bull Racing,PER,1,True,2023-07-01 14:44:51.085,9,Sprint Race,Austrian Grand Prix
0 days 00:56:03.219000,11,0 days 00:01:16.793000,11.0,,,0 days 00:00:18.944000,0 days 00:00:34.042000,0 days 00:00:23.807000,0 days 00:55:05.370000,0 days 00:55:39.412000,0 days 00:56:03.219000,301.0,215.0,268.0,302.0,False,INTERMEDIATE,11.0,True,1,0 days 00:54:46.426000,Red Bull Racing,PER,1,True,2023-07-01 14:46:07.887,9,Sprint Race,Austrian Grand Prix
0 days 00:57:19.146000,11,0 days 00:01:15.927000,12.0,,,0 days 00:00:19.173000,0 days 00:00:33.635000,0 days 00:00:23.119000,0 days 00:56:22.392000,0 days 00:56:56.027000,0 days 00:57:19.146000,293.0,226.0,267.0,297.0,False,INTERMEDIATE,12.0,True,1,0 days 00:56:03.219000,Red Bull Racing,PER,1,True,2023-07-01 14:47:24.680,9,Sprint Race,Austrian Grand Prix
0 days 00:58:34.795000,11,0 days 00:01:15.649000,13.0,,,0 days 00:00:18.777000,0 days 00:00:33.491000,0 days 00:00:23.381000,0 days 00:57:37.923000,0 days 00:58:11.414000,0 days 00:58:34.795000,292.0,216.0,266.0,290.0,False,INTERMEDIATE,13.0,True,1,0 days 00:57:19.146000,Red Bull Racing,PER,1,True,2023-07-01 14:48:40.607,9,Sprint Race,Austrian Grand Prix
0 days 00:59:50.615000,11,0 days 00:01:15.820000,14.0,,,0 days 00:00:18.732000,0 days 00:00:33.808000,0 days 00:00:23.280000,0 days 00:58:53.527000,0 days 00:59:27.335000,0 days 00:59:50.615000,293.0,213.0,267.0,288.0,False,INTERMEDIATE,14.0,True,1,0 days 00:58:34.795000,Red Bull Racing,PER,1,True,2023-07-01 14:49:56.256,9,Sprint Race,Austrian Grand Prix
0 days 01:01:06.341000,11,0 days 00:01:15.726000,15.0,,,0 days 00:00:18.785000,0 days 00:00:33.938000,0 days 00:00:23.003000,0 days 01:00:09.400000,0 days 01:00:43.338000,0 days 01:01:06.341000,,220.0,267.0,288.0,False,INTERMEDIATE,15.0,True,1,0 days 00:59:50.615000,Red Bull Racing,PER,1,True,2023-07-01 14:51:12.076,9,Sprint Race,Austrian Grand Prix
0 days 01:02:21.833000,11,0 days 00:01:15.492000,16.0,,,0 days 00:00:18.704000,0 days 00:00:33.848000,0 days 00:00:22.940000,0 days 01:01:25.045000,0 days 01:01:58.893000,0 days 01:02:21.833000,295.0,217.0,267.0,291.0,True,INTERMEDIATE,16.0,True,1,0 days 01:01:06.341000,Red Bull Racing,PER,1,True,2023-07-01 14:52:27.802,9,Sprint Race,Austrian Grand Prix
0 days 01:03:37.594000,11,0 days 00:01:15.761000,17.0,,,0 days 00:00:18.670000,0 days 00:00:34.191000,0 days 00:00:22.900000,0 days 01:02:40.503000,0 days 01:03:14.694000,0 days 01:03:37.594000,293.0,216.0,267.0,288.0,False,INTERMEDIATE,17.0,True,1,0 days 01:02:21.833000,Red Bull Racing,PER,1,True,2023-07-01 14:53:43.294,9,Sprint Race,Austrian Grand Prix
0 days 01:04:53.359000,11,0 days 00:01:15.765000,18.0,,,0 days 00:00:18.659000,0 days 00:00:34.175000,0 days 00:00:22.931000,0 days 01:03:56.253000,0 days 01:04:30.428000,0 days 01:04:53.359000,294.0,214.0,269.0,297.0,False,INTERMEDIATE,18.0,True,1,0 days 01:03:37.594000,Red Bull Racing,PER,1,True,2023-07-01 14:54:59.055,9,Sprint Race,Austrian Grand Prix
0 days 01:06:09.254000,11,0 days 00:01:15.895000,19.0,,,0 days 00:00:18.701000,0 days 00:00:34.268000,0 days 00:00:22.926000,0 days 01:05:12.060000,0 days 01:05:46.328000,0 days 01:06:09.254000,295.0,212.0,269.0,296.0,False,INTERMEDIATE,19.0,True,1,0 days 01:04:53.359000,Red Bull Racing,PER,1,True,2023-07-01 14:56:14.820,9,Sprint Race,Austrian Grand Prix
0 days 01:07:24.798000,11,0 days 00:01:15.544000,20.0,,,0 days 00:00:18.498000,0 days 00:00:34.136000,0 days 00:00:22.910000,0 days 01:06:27.752000,0 days 01:07:01.888000,0 days 01:07:24.798000,291.0,214.0,270.0,296.0,False,INTERMEDIATE,20.0,True,1,0 days 01:06:09.254000,Red Bull Racing,PER,1,True,2023-07-01 14:57:30.715,9,Sprint Race,Austrian Grand Prix
0 days 01:08:40.807000,11,0 days 00:01:16.009000,21.0,,,0 days 00:00:18.496000,0 days 00:00:34.490000,0 days 00:00:23.023000,0 days 01:07:43.294000,0 days 01:08:17.784000,0 days 01:08:40.807000,296.0,208.0,268.0,296.0,False,INTERMEDIATE,21.0,True,1,0 days 01:07:24.798000,Red Bull Racing,PER,1,True,2023-07-01 14:58:46.259,9,Sprint Race,Austrian Grand Prix
0 days 01:09:57.138000,11,0 days 00:01:16.331000,22.0,,,0 days 00:00:18.487000,0 days 00:00:34.384000,0 days 00:00:23.460000,0 days 01:08:59.294000,0 days 01:09:33.678000,0 days 01:09:57.138000,294.0,215.0,268.0,295.0,False,INTERMEDIATE,22.0,True,1,0 days 01:08:40.807000,Red Bull Racing,PER,1,True,2023-07-01 15:00:02.268,9,Sprint Race,Austrian Grand Prix
0 days 01:11:13.247000,11,0 days 00:01:16.109000,23.0,,,0 days 00:00:18.472000,0 days 00:00:34.542000,0 days 00:00:23.095000,0 days 01:10:15.610000,0 days 01:10:50.152000,0 days 01:11:13.247000,295.0,212.0,267.0,295.0,False,INTERMEDIATE,23.0,True,1,0 days 01:09:57.138000,Red Bull Racing,PER,1,True,2023-07-01 15:01:18.599,9,Sprint Race,Austrian Grand Prix
0 days 01:12:29.495000,11,0 days 00:01:16.248000,24.0,,,0 days 00:00:18.465000,0 days 00:00:34.697000,0 days 00:00:23.086000,0 days 01:11:31.712000,0 days 01:12:06.409000,0 days 01:12:29.495000,296.0,203.0,265.0,296.0,False,INTERMEDIATE,24.0,True,1,0 days 01:11:13.247000,Red Bull Racing,PER,1,True,2023-07-01 15:02:34.708,9,Sprint Race,Austrian Grand Prix
0 days 00:43:09.174000,55,,1.0,0 days 00:11:03.243000,,,0 days 00:00:36.998000,0 days 00:00:25.925000,,0 days 00:42:43.362000,0 days 00:43:09.174000,280.0,197.0,262.0,267.0,False,INTERMEDIATE,1.0,True,1,0 days 00:41:41.441000,Ferrari,SAI,1,False,2023-07-01 14:33:02.902,9,Sprint Race,Austrian Grand Prix
0 days 00:44:28.951000,55,0 days 00:01:19.777000,2.0,,,0 days 00:00:19.837000,0 days 00:00:35.004000,0 days 00:00:24.936000,0 days 00:43:29.011000,0 days 00:44:04.015000,0 days 00:44:28.951000,286.0,213.0,262.0,293.0,False,INTERMEDIATE,2.0,True,1,0 days 00:43:09.174000,Ferrari,SAI,1,True,2023-07-01 14:34:30.635,9,Sprint Race,Austrian Grand Prix
0 days 00:45:47.717000,55,0 days 00:01:18.766000,3.0,,,0 days 00:00:19.386000,0 days 00:00:34.666000,0 days 00:00:24.714000,0 days 00:44:48.337000,0 days 00:45:23.003000,0 days 00:45:47.717000,295.0,212.0,265.0,301.0,False,INTERMEDIATE,3.0,True,1,0 days 00:44:28.951000,Ferrari,SAI,1,True,2023-07-01 14:35:50.412,9,Sprint Race,Austrian Grand Prix
0 days 00:47:05.517000,55,0 days 00:01:17.800000,4.0,,,0 days 00:00:19.191000,0 days 00:00:34.235000,0 days 00:00:24.374000,0 days 00:46:06.908000,0 days 00:46:41.143000,0 days 00:47:05.517000,,220.0,265.0,298.0,False,INTERMEDIATE,4.0,True,1,0 days 00:45:47.717000,Ferrari,SAI,1,True,2023-07-01 14:37:09.178,9,Sprint Race,Austrian Grand Prix
0 days 00:48:23.093000,55,0 days 00:01:17.576000,5.0,,,0 days 00:00:19.295000,0 days 00:00:34.039000,0 days 00:00:24.242000,0 days 00:47:24.812000,0 days 00:47:58.851000,0 days 00:48:23.093000,291.0,217.0,266.0,298.0,False,INTERMEDIATE,5.0,True,1,0 days 00:47:05.517000,Ferrari,SAI,1,True,2023-07-01 14:38:26.978,9,Sprint Race,Austrian Grand Prix
0 days 00:49:40.286000,55,0 days 00:01:17.193000,6.0,,,0 days 00:00:19.086000,0 days 00:00:33.832000,0 days 00:00:24.275000,0 days 00:48:42.179000,0 days 00:49:16.011000,0 days 00:49:40.286000,294.0,218.0,264.0,299.0,False,INTERMEDIATE,6.0,True,1,0 days 00:48:23.093000,Ferrari,SAI,1,True,2023-07-01 14:39:44.554,9,Sprint Race,Austrian Grand Prix
0 days 00:50:57.206000,55,0 days 00:01:16.920000,7.0,,,0 days 00:00:19.039000,0 days 00:00:33.743000,0 days 00:00:24.138000,0 days 00:49:59.325000,0 days 00:50:33.068000,0 days 00:50:57.206000,,215.0,265.0,299.0,False,INTERMEDIATE,7.0,True,1,0 days 00:49:40.286000,Ferrari,SAI,1,True,2023-07-01 14:41:01.747,9,Sprint Race,Austrian Grand Prix
0 days 00:52:13.891000,55,0 days 00:01:16.685000,8.0,,,0 days 00:00:19.043000,0 days 00:00:33.622000,0 days 00:00:24.020000,0 days 00:51:16.249000,0 days 00:51:49.871000,0 days 00:52:13.891000,296.0,219.0,267.0,300.0,False,INTERMEDIATE,8.0,True,1,0 days 00:50:57.206000,Ferrari,SAI,1,True,2023-07-01 14:42:18.667,9,Sprint Race,Austrian Grand Prix
0 days 00:53:30.847000,55,0 days 00:01:16.956000,9.0,,,0 days 00:00:18.986000,0 days 00:00:33.970000,0 days 00:00:24,0 days 00:52:32.877000,0 days 00:53:06.847000,0 days 00:53:30.847000,295.0,202.0,266.0,301.0,False,INTERMEDIATE,9.0,True,1,0 days 00:52:13.891000,Ferrari,SAI,1,True,2023-07-01 14:43:35.352,9,Sprint Race,Austrian Grand Prix
0 days 00:54:47.590000,55,0 days 00:01:16.743000,10.0,,,0 days 00:00:18.995000,0 days 00:00:33.962000,0 days 00:00:23.786000,0 days 00:53:49.842000,0 days 00:54:23.804000,0 days 00:54:47.590000,,215.0,266.0,301.0,False,INTERMEDIATE,10.0,True,1,0 days 00:53:30.847000,Ferrari,SAI,1,True,2023-07-01 14:44:52.308,9,Sprint Race,Austrian Grand Prix
0 days 00:56:04.215000,55,0 days 00:01:16.625000,11.0,,,0 days 00:00:18.894000,0 days 00:00:33.854000,0 days 00:00:23.877000,0 days 00:55:06.484000,0 days 00:55:40.338000,0 days 00:56:04.215000,297.0,209.0,267.0,301.0,False,INTERMEDIATE,11.0,True,1,0 days 00:54:47.590000,Ferrari,SAI,1,True,2023-07-01 14:46:09.051,9,Sprint Race,Austrian Grand Prix
0 days 00:57:21.024000,55,0 days 00:01:16.809000,12.0,,,0 days 00:00:18.859000,0 days 00:00:34.243000,0 days 00:00:23.707000,0 days 00:56:23.074000,0 days 00:56:57.317000,0 days 00:57:21.024000,,219.0,270.0,303.0,False,INTERMEDIATE,12.0,True,1,0 days 00:56:04.215000,Ferrari,SAI,1,True,2023-07-01 14:47:25.676,9,Sprint Race,Austrian Grand Prix
0 days 00:58:37.070000,55,0 days 00:01:16.046000,13.0,,,0 days 00:00:18.789000,0 days 00:00:34.059000,0 days 00:00:23.198000,0 days 00:57:39.813000,0 days 00:58:13.872000,0 days 00:58:37.070000,306.0,218.0,269.0,300.0,False,INTERMEDIATE,13.0,True,1,0 days 00:57:21.024000,Ferrari,SAI,1,True,2023-07-01 14:48:42.485,9,Sprint Race,Austrian Grand Prix
0 days 00:59:52.888000,55,0 days 00:01:15.818000,14.0,,,0 days 00:00:18.896000,0 days 00:00:33.897000,0 days 00:00:23.025000,0 days 00:58:55.966000,0 days 00:59:29.863000,0 days 00:59:52.888000,292.0,217.0,269.0,295.0,False,INTERMEDIATE,14.0,True,1,0 days 00:58:37.070000,Ferrari,SAI,1,True,2023-07-01 14:49:58.531,9,Sprint Race,Austrian Grand Prix
0 days 01:01:08.727000,55,0 days 00:01:15.839000,15.0,,,0 days 00:00:18.851000,0 days 00:00:34.036000,0 days 00:00:22.952000,0 days 01:00:11.739000,0 days 01:00:45.775000,0 days 01:01:08.727000,291.0,217.0,269.0,297.0,False,INTERMEDIATE,15.0,True,1,0 days 00:59:52.888000,Ferrari,SAI,1,True,2023-07-01 14:51:14.349,9,Sprint Race,Austrian Grand Prix
0 days 01:02:24.184000,55,0 days 00:01:15.457000,16.0,,,0 days 00:00:18.763000,0 days 00:00:34.014000,0 days 00:00:22.680000,0 days 01:01:27.490000,0 days 01:02:01.504000,0 days 01:02:24.184000,293.0,219.0,268.0,297.0,True,INTERMEDIATE,16.0,True,1,0 days 01:01:08.727000,Ferrari,SAI,1,True,2023-07-01 14:52:30.188,9,Sprint Race,Austrian Grand Prix
0 days 01:03:39.684000,55,0 days 00:01:15.500000,17.0,,,0 days 00:00:18.696000,0 days 00:00:34.154000,0 days 00:00:22.650000,0 days 01:02:42.880000,0 days 01:03:17.034000,0 days 01:03:39.684000,291.0,217.0,269.0,294.0,False,INTERMEDIATE,17.0,True,1,0 days 01:02:24.184000,Ferrari,SAI,1,True,2023-07-01 14:53:45.645,9,Sprint Race,Austrian Grand Prix
0 days 01:04:55.732000,55,0 days 00:01:16.048000,18.0,,,0 days 00:00:19.110000,0 days 00:00:34.182000,0 days 00:00:22.756000,0 days 01:03:58.794000,0 days 01:04:32.976000,0 days 01:04:55.732000,288.0,217.0,270.0,294.0,False,INTERMEDIATE,18.0,True,1,0 days 01:03:39.684000,Ferrari,SAI,1,True,2023-07-01 14:55:01.145,9,Sprint Race,Austrian Grand Prix
0 days 01:06:11.631000,55,0 days 00:01:15.899000,19.0,,,0 days 00:00:18.760000,0 days 00:00:34.446000,0 days 00:00:22.693000,0 days 01:05:14.492000,0 days 01:05:48.938000,0 days 01:06:11.631000,291.0,216.0,269.0,297.0,False,INTERMEDIATE,19.0,True,1,0 days 01:04:55.732000,Ferrari,SAI,1,True,2023-07-01 14:56:17.193,9,Sprint Race,Austrian Grand Prix
